type,name,namespace,threat_type,description,removed_at,malware,legitimate_package
npm,zenui-kit,,false_positive,"Possible package confusion of [@nuxt/kit]

Explanation: The package name 'zenui-kit' is notably similar to '@nuxt/kit' with an edit distance of 5 and follows a pattern that could confuse users. Despite the difference in scoping (with '@nuxt/kit' having an organizational namespace), the resemblance appears intentional, making it seem like a fork of the legitimate package. The lack of a README further supports suspicion. Additionally, the only listed maintainer does not match known maintainers of '@nuxt/kit', further raising concerns about the intent behind 'zenui-kit'. Risk level: High).",,,@nuxt/kit
npm,zip-folder,,false_positive,Possible package confusion of zip-a-folder,,,zip-a-folder
npm,zm-cli,,false_positive,"Possible `1-step D-L dist` package confusion of [cp-cli]

Explanation: The package name 'zm-cli' is highly similar to 'cp-cli' with an edit distance of 2, which indicates an intentional attempt at mimicry. The naming similarity is sufficient to deceive users, qualifying it as an adversarial name. Despite the similar high-level functionality implied by the CLI designation, there is no evidence in the name or provided metadata to suggest that 'zm-cli' serves a distinct specialized purpose, nor is it structured as a typical fork (no username included that confirms legitimate branching). The absence of a README further increases suspicion, and there is no indication that its maintainers are recognized in the community. Overall, these factors point to it having suspicious intent relative to 'cp-cli'. Risk level: High).",,,cp-cli
npm,zod,@conform-to,false_positive,"Possible package confusion of ts-to-zod - Explanation: The package '@conform-to/zod' lacks a description and has a namespace that does not clearly indicate a legitimate organization or user. The name is not a clear play on words or creative variation of 'ts-to-zod', and there is no evidence of it being a fork or having a distinct purpose. The maintainer 'edmundhung' is not recognized as a known maintainer in the npm community, increasing the suspicion of typosquatting.",,,ts-to-zod
npm,zoo-ui,,false_positive,"Possible package confusion of [@lion/ui]

Explanation: The package name 'zoo-ui' closely mimics the legitimate '@lion/ui' by retaining the common '-ui' suffix, while replacing 'lion' with another animal-related term 'zoo', which may confuse users expecting the official package. The adversarial nature is indicated solely by the name similarity and semantic substitution. There is no indication from the namespace or from maintainer affiliation that 'zoo-ui' is an official fork or a distinct package. Additionally, the minimal description raises further suspicion regarding its intent. Risk level: High).",,,@lion/ui
npm,zzh-layout,,anomaly,"Possible `simplification` package confusion of [layout]

Explanation: The package name 'zzh-layout' is similar to 'Layout' but adds a prefix, making it potentially adversarial. The lack of a README and the error message indicate it may not serve a clear purpose, raising suspicion. However, the maintainer is known in the community, which slightly reduces the suspicion level.",,,layout
pypi,acryl-datahub-cloud,,false_positive,"Possible `simplification` package confusion of [acryl-datahub]

Explanation: The package 'acryl-datahub-cloud' lacks a description and maintainers, which makes it suspicious. The name suggests it could be related to 'acryl-datahub' but without additional context or metadata, it is difficult to determine its purpose or legitimacy. The addition of '-cloud' could imply a variation or extension, but without further information, it appears potentially misleading.",,,acryl-datahub
pypi,aiohttp-socksx,,stealthy package confusion,Possible package confusion of aiohttp-socks,,,aiohttp-socks
pypi,aliyun-python-sdk-alb,,false_positive,This is the alb module of Aliyun Python sdk.,,,
pypi,aws-encryption-cli,,false_positive,This package has been parked by Amazon Web Services to protect against packages adopting names that might be common mistakes when looking for aws-encryption-sdk-cli.,,,
pypi,azmusicapi,,false_positive,"Possible `1-step D-L dist` package confusion of [ytmusicapi]

Explanation: AZMusicAPI has an intentionally similar naming pattern to ytmusicapi despite an edit distance of 6, leveraging case and character substitution that could confuse users. The metadata and description are almost identical in function to the legitimate package, suggesting it is a fork and not a distinct, innovative project. The adversarial construction of the name and mismatched or unrecognized maintainer (zenglk versus the known maintainers of ytmusicapi) further indicates suspicious intent. Risk level: High).",,,ytmusicapi
pypi,beam-client,,false_positive,Possible package confusion of apache-beam,,,apache-beam
pypi,blau,,false_positive,"Possible package confusion of [black]

Explanation: The package name 'blau' is highly similar to 'black' (edit distance of 2), making it a potential intentional mimic. Based solely on the name, it qualifies as an adversarial name. There is no indication of a fork (e.g., no username in the package name), nor is there evidence that 'blau' serves a distinct purpose compared to 'black'. Additionally, the absence of a clear description (or README) combined with the suspicious similarity makes its intent seem deceptive. Risk level: High).",,,black
pypi,django,,false_positive,"Possible package confusion of [django-dramatiq]

Explanation: The package name 'Django' is a common name for a well-known web framework, which could confuse users looking for 'django-dramatiq'. The names are similar enough to be considered adversarial, and the description does not indicate it is a fork or a test package. The maintainers are known in the community, but the potential for confusion remains high.",,,django-dramatiq
